ejercicio;programa;subprograma;proyecto;descripcion
2013;085;08543;;CENTRO DE SALUD MENTAL AMEGHINO
2013;085;08550;0855000;CENTRO SALUD MENTAL Nº 1 HUGO ROSARIO
2013;085;08550;;CENTRO SALUD MENTAL Nº 1 HUGO ROSARIO
2013;085;;;PROYECTOS DE INGENIERIA
2013;024;02400;0240000;OBRAS DE INFRAESTRUCTURA URBANA
2013;024;02400;0240001;CRUCES FERROVIARIOS A DISTINTO NIVEL
2013;024;02400;0240002;INTERVENCIONES PARA EVITAR LA CONGESTION DEL TRANSITO
2013;024;02400;0240003;OBRAS DE INGENIERIA MECANICA PARQUE ROCA.
2013;024;02400;;OBRAS DE INFRAESTRUCTURA URBANA
2013;024;;;OBRAS DE INFRAESTRUCTURA URBANA
2013;064;06400;0640000;PROMOCION URBANA
2013;064;06400;0640001;NTERVENCIONES SOBRE EL ESPACIO PUBLICO COMUNAL
2013;064;06400;;PROMOCION URBANA
2013;064;;;PROMOCION URBANA
2013;065;06500;0650000;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2013;065;06500;0650001;PARCELA DIGITAL INTELIGENTE
2013;065;06500;0650003;PUESTA EN VALOR DE ATRACTIVOS TURISTICOS
2013;065;06500;0650051;CONSTRUCCION Y PUESTA EN VALOR CIRCUITOS TURISTICOS AUTOGUIADOS
2013;065;06500;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2013;065;;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2013;066;06600;0660000;CATASTRO
2013;066;06600;0660001;IMPLEMENTACION DE LA LEY DE CATASTRO NRO. 3.999/2011
2013;066;06600;;CATASTRO
2013;066;;;CATASTRO
2013;067;06700;0670000;REGISTRO DE OBRAS E INSTALACIONES
2013;067;06700;0670003;INFRAESTRUCTURA EDILICIA DE LA DIRECCION OPERATIVA DE INSTALACIONES
2013;067;06700;;REGISTRO DE OBRAS E INSTALACIONES
2013;067;;;REGISTRO DE OBRAS E INSTALACIONES
2013;034;03400;0340000;MANTENIMIENTO DE LA VIA PUBLICA
2013;034;03400;0340069;OBRAS EN TUNELES, VIADUCTOS, PTES. PEATONALES Y VEHICULARES
2013;034;03400;;MANTENIMIENTO DE LA VIA PUBLICA
2013;034;;;MANTENIMIENTO DE LA VIA PUBLICA
2013;079;07900;0790000;MANTENIMIENTO DE LA RED PLUVIAL
2013;079;07900;0790070;MEJORAMIENTO DEL SISTEMA PLUVIAL
2013;079;07900;;MANTENIMIENTO DE LA RED PLUVIAL
2013;079;;;MANTENIMIENTO DE LA RED PLUVIAL
2013;013;01300;0130001;REPARACION Y MEJORAS EN BARRIOS DE BUENOS AIRES
2013;013;01300;0130000;COMISION PRESERVACION DEL PATRIMONIO DE LA CIUDAD
2013;013;01300;0130078;RECURSOS PEDAGOGICOS Y TECNOLOGICOS
2013;013;01300;0130096;SERVICIOS DE MANTENIMIENTO - COMUNA 13
2013;013;01300;;MANTENIMIENTO ZONA PUERTO MADERO
2013;013;;;MANTENIMIENTO ZONA PUERTO MADERO
2013;056;05600;0560000;CONTROL DE HIGIENE EN VIA PUBLICA E INMUEBLES
2013;056;05600;0560083;DESARROLLO E IMPLEMENTACION DE SISTEMAS
2013;056;05600;;CONTROL DE HIGIENE EN VIA PUBLICA E INMUEBLES
2013;056;;;CONTROL DE HIGIENE EN VIA PUBLICA E INMUEBLES
2013;082;08210;0821000;HOSPITAL GENERAL DE AGUDOS TEODORO ALVAREZ
2013;082;08210;0821065;PUESTA EN VALOR HOSPITAL TEODORO ALVAREZ
2013;082;08210;;HOSPITAL GENERAL DE AGUDOS TEODORO ALVAREZ
2013;082;08226;0822600;HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO
2013;082;08226;0822665;PUESTA EN VALOR HOSPITAL PARMENIO PIÑERO
2013;082;08226;;HOSPITAL GENERAL DE AGUDOS PARMENIO PIÑERO
2013;082;08234;0823400;HOSPITAL GENERAL DE AGUDOS DONACION FRANCISCO SANTOJANNI
2013;082;08234;0823465;PUESTA EN VALOR HOSPITAL DONACION FRANCISCO SANTOJANNI
2013;082;08234;;HOSPITAL GENERAL DE AGUDOS DONACION FRANCISCO SANTOJANNI
2013;082;08255;0825500;CAI CECILIA GRIERSON
2013;082;08255;;CAI CECILIA GRIERSON
2013;082;08200;0820000;ATENCION MEDICA REGION SANITARIA II
2013;082;08200;;ATENCION MEDICA REGION SANITARIA II
2013;082;;;ATENCION MEDICA REGION SANITARIA II
2013;081;08112;0811200;HOSPITAL GENERAL DE AGUDOS COSME ARGERICH
2013;081;08112;0811265;PUESTA EN VALOR HOSPITAL COSME ARGERICH
2013;081;08112;;HOSPITAL GENERAL DE AGUDOS COSME ARGERICH
2013;081;08117;0811700;HOSPITAL GENERAL DE NIÑOS PEDRO ELIZALDE
2013;081;08117;0811765;HOSPITAL GENERAL DE NIÑOS PEDRO ELIZALDE
2013;081;08117;;HOSPITAL GENERAL DE NIÑOS PEDRO ELIZALDE
2013;081;08119;0811900;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER
2013;081;08119;0811965;PUESTA EN VALOR  HOSPITAL MARIA FERRER
2013;081;08119;;HOSPITAL DE REHABILITACION RESPIRATORIA MARIA FERRER
2013;081;08123;0812300;HOSPITAL DE ENFERMEDADES INFECTOCONTAGIOSAS FRANCISCO J. MUÑIZ
2013;081;08123;0812365;PUESTA EN VALOR HOSPITAL FRANCISCO J. MUÑIZ
2013;081;08123;;HOSPITAL DE ENFERMEDADES INFECTOCONTAGIOSAS FRANCISCO J. MUÑIZ
2013;081;08125;0812500;HOSPITAL GENERAL DE AGUDOS JOSE M. PENNA
2013;081;08125;0812565;PUESTA EN VALOR HOSPITAL J. M. PENNA
2013;081;08125;;HOSPITAL GENERAL DE AGUDOS JOSE M. PENNA
2013;081;08129;0812900;HOSPITAL DE ODONTOLOGIA BENITO QUINQUELA MARTIN
2013;081;08129;;HOSPITAL DE ODONTOLOGIA BENITO QUINQUELA MARTIN
2013;081;08130;0813000;HOSPITAL GENERAL DE AGUDOS JOSE RAMOS MEJIA
2013;081;08130;0813065;PUESTA EN VALOR HOSPITAL JOSR M. RAMOS MEJIA
2013;081;08130;;HOSPITAL GENERAL DE AGUDOS JOSE RAMOS MEJIA
2013;081;08133;0813300;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA
2013;081;08133;;HOSPITAL DE OFTALMOLOGIA SANTA LUCIA
2013;081;08135;0813500;HOSPITAL MATERNO INFANTIL RAMON SARDA
2013;081;08135;0813565;PUESTA EN VALOR HOSPITAL RAMON SARDA
2013;081;08135;;HOSPITAL MATERNO INFANTIL RAMON SARDA
2013;081;08139;0813900;HOSPITAL DE GASTROENTEROLOGIA BONORINO UDAONDO
2013;081;08139;0813965;PUESTA EN VALOR  HOSPITAL BONORINO UDAONDO
2013;081;08139;;HOSPITAL DE GASTROENTEROLOGIA BONORINO UDAONDO
2013;081;08100;0810000;ATENCION MEDICA REGION SANITARIA I
2013;081;08100;;ATENCION MEDICA REGION SANITARIA I
2013;081;;;ATENCION MEDICA REGION SANITARIA I
2013;083;08314;0831400;HOSPITAL DE ONCOLOGIA MARIA CURIE
2013;083;08314;0831465;PUESTA EN VALOR HOSPITAL MARIA CURIE
2013;083;08314;;HOSPITAL DE ONCOLOGIA MARIA CURIE
2013;083;08315;0831500;HOSPITAL ODONTOLOGICO JOSE DUEÑAS
2013;083;08315;0831565;PUESTA EN VALOR HOSPITAL ODONTOLOGIA JOSE DUEÑAS
2013;083;08315;;HOSPITAL ODONTOLOGICO JOSE DUEÑAS
2013;083;08316;0831600;HOSPITAL GENERAL DE AGUDOS CARLOS DURAND
2013;083;08316;0831665;PUESTA EN VALOR HOSPITAL CARLOS G. DURAND
2013;083;08316;;HOSPITAL GENERAL DE AGUDOS CARLOS DURAND
2013;083;08321;0832100;HOSPITAL DE OFTALMOLOGIA PEDRO LAGLEYZE
2013;083;08321;0832165;PUESTA EN VALOR HOSPITAL PEDRO LAGLEYZE
2013;083;08321;;HOSPITAL DE OFTALMOLOGIA PEDRO LAGLEYZE
2013;083;08328;0832800;HOSPITAL DE QUEMADOS
2013;083;08328;0832865;PUESTA EN VALOR HOSPITAL DE QUEMADOS
2013;083;08328;;HOSPITAL DE QUEMADOS
2013;083;08332;0833200;HOSPITAL DE REHABILITACION MANUEL ROCCA
2013;083;08332;0833265;PUESTA EN VALOR HOSPITAL MANUEL ROCCA
2013;083;08332;;HOSPITAL DE REHABILITACION MANUEL ROCCA
2013;083;08338;0833800;HOSPITAL GENERAL DE AGUDOS ENRIQUE TORNU
2013;083;08338;0833865;PUESTA EN VALOR HOSPITAL ENRIQUE TORNU
2013;083;08338;;HOSPITAL GENERAL DE AGUDOS ENRIQUE TORNU
2013;083;08340;0834000;HOSPITAL GENERAL DE AGUDOS DALMACIO VELEZ SARFIELD
2013;083;08340;0834065;PUESTA EN VALOR HOSPITAL DALMACIO VELEZ SARSFIELD
2013;083;08340;;HOSPITAL GENERAL DE AGUDOS DALMACIO VELEZ SARFIELD
2013;083;08341;0834100;HOSPITAL GENERAL DE AGUDOS ABEL ZUBIZARRETA
2013;083;08341;0834165;PUESTA EN VALOR HOSPITAL ABEL ZUBIZARRETA
2013;083;08341;;HOSPITAL GENERAL DE AGUDOS ABEL ZUBIZARRETA
2013;083;08300;0830000;ATENCION MEDICA REGION SANITARIA III
2013;083;08300;;ATENCION MEDICA REGION SANITARIA III
2013;083;;;ATENCION MEDICA REGION SANITARIA III
2013;049;04900;0490000;SISTEMA DE ATENCION MEDICA DE EMERGENCIA
2013;049;04900;;SISTEMA DE ATENCION MEDICA DE EMERGENCIA
2013;049;;;SISTEMA DE ATENCION MEDICA DE EMERGENCIA
2013;060;06000;0600000;SALUD AMBIENTAL
2013;060;06000;;SALUD AMBIENTAL
2013;060;;;SALUD AMBIENTAL
2013;061;06100;0610000;PROMOCION Y CUIDADO DE LA SALUD DEL NIÑO
2013;061;06100;0610001;RECUPERACION CONSTRUCCION Y PUESTA EN VALOR INFRAESTRUCTURA CULTURAL DE LA CABA
2013;061;06100;0610002;REMODELACION DE MUSEOS
2013;061;06100;0610003;DIRECCION GENERAL DE MUSICA
2013;061;06100;0610004;DIRECCION GENERAL DE ENSEÑANZA ARTISTICA
2013;061;06100;0610005;DIRECCION GENERAL DEL LIBRO BIBLIOTECAS Y PROMOCION DE LA LECTURA
2013;061;06100;0610006;DIRECCION GENERAL CASCO HISTORICO
2013;061;06100;0610007;DIRECCION GENERAL DE PATRIMONIO E INSTITUTO HISTORICO
2013;061;06100;0610060;AUTORIDAD CUENCA MATANZA RIACHUELO
2013;061;06100;;PROMOCION Y CUIDADO DE LA SALUD DEL NIÑO
2013;061;;;PROMOCION Y CUIDADO DE LA SALUD DEL NIÑO
2013;062;06200;0620000;PREVENCION Y PROTECCION EN SALUD MENTAL
2013;062;06200;;PREVENCION Y PROTECCION EN SALUD MENTAL
2013;062;;;PREVENCION Y PROTECCION EN SALUD MENTAL
2013;063;06300;0630000;INSTITUTO DEL TRANSPLANTE
2013;063;06300;;INSTITUTO DEL TRANSPLANTE
2013;063;;;INSTITUTO DEL TRANSPLANTE
2013;086;08600;0860000;HOSPITAL DE PEDIATRIA JUAN P. GARRAHAN
2013;086;08600;;HOSPITAL DE PEDIATRIA JUAN P. GARRAHAN
2013;086;;;HOSPITAL DE PEDIATRIA JUAN P. GARRAHAN
2013;043;04300;0430000;ASISTENCIA FAMILIAS ALTA VULNERABILIDAD SOCIAL
2013;043;04300;;ASISTENCIA FAMILIAS ALTA VULNERABILIDAD SOCIAL
2013;043;;;ASISTENCIA FAMILIAS ALTA VULNERABILIDAD SOCIAL
2013;044;04400;0440000;ASISTENCIA INTEGRAL A LOS SIN TECHO
2013;044;04400;;ASISTENCIA INTEGRAL A LOS SIN TECHO
2013;044;;;ASISTENCIA INTEGRAL A LOS SIN TECHO
2013;041;04100;0410000;CON TODO DERECHO CIUDADANIA PORTEÑA
2013;041;04100;0410001;REFACCION CONSULTORIOS PB SECTOR DIRECCION GENERAL ADMINISTRACION MEDICINA DEL TRABAJO
2013;041;04100;0410002;SISTEMA DE GESTION DE RECURSOS HUMANOS
2013;041;04100;;CON TODO DERECHO CIUDADANIA PORTEÑA
2013;041;;;CON TODO DERECHO CIUDADANIA PORTEÑA
2013;046;04600;0460000;FORMACION E INCLUSION PARA EL TRABAJO
2013;046;04600;;FORMACION E INCLUSION PARA EL TRABAJO
2013;046;;;FORMACION E INCLUSION PARA EL TRABAJO
2013;047;04700;0470000;PROGRAMA PROMUDEMI
2013;047;04700;;PROGRAMA PROMUDEMI
2013;047;;;PROGRAMA PROMUDEMI
2013;038;03800;0380000;COMUNICACION DE LA CULTURA EN MUSEOS
2013;038;03800;;COMUNICACION DE LA CULTURA EN MUSEOS
2013;038;;;COMUNICACION DE LA CULTURA EN MUSEOS
2013;029;02900;0290000;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2013;029;02900;0290001;FORTALECIMIENTO DEL SISTEMA DE ADMINISTRACION FINANCIERA
2013;029;02900;0290002;DESARROLLO DEL SISTEMA DE DECISION E INFORMACION GERENCIAL
2013;029;02900;;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2013;029;;;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2013;055;05500;0550000;EXPRESIONES ARTISTICAS EN EL COMPLEJO TEATRAL
2013;055;05500;0550001;EQUIPAMIENTO Y MOBILIARIO
2013;055;05500;;EXPRESIONES ARTISTICAS EN EL COMPLEJO TEATRAL
2013;055;;;EXPRESIONES ARTISTICAS EN EL COMPLEJO TEATRAL
2013;059;05900;0590000;GESTION DE SERVICIOS, ECONOMIAS Y RECURSOS NO TRIBUTARIOS
2013;059;05900;0590001;INFORMATIZACION DE LOS RECURSOS NO TRIBUTARIOS
2013;059;05900;0590002;INTERVENCION DE EFICIENCIA ENERGETICA
2013;059;05900;;GESTION DE SERVICIOS, ECONOMIAS Y RECURSOS NO TRIBUTARIOS
2013;059;;;GESTION DE SERVICIOS, ECONOMIAS Y RECURSOS NO TRIBUTARIOS
2013;048;04800;0480000;PROMOCION DE LAS RELACIONES LABORALES
2013;048;04800;;PROMOCION DE LAS RELACIONES LABORALES
2013;048;;;PROMOCION DE LAS RELACIONES LABORALES
2013;090;09000;0900000;UNIDAD DE FALTAS ESPECIALES
2013;090;09000;;UNIDAD DE FALTAS ESPECIALES
2013;090;;;UNIDAD DE FALTAS ESPECIALES
2013;091;09100;0910000;GESTION DE HABILITACIONES Y PERMISOS
2013;091;09100;;GESTION DE HABILITACIONES Y PERMISOS
2013;091;;;GESTION DE HABILITACIONES Y PERMISOS
2013;092;09200;0920000;FISCALIZACION DE ACTIVIDADES COMERCIALES
2013;092;09200;;FISCALIZACION DE ACTIVIDADES COMERCIALES
2013;092;;;FISCALIZACION DE ACTIVIDADES COMERCIALES
2013;093;09300;0930000;FISCALIZACION DE OBRAS E INSTALACIONES COMPLEMENTARIAS
2013;093;09300;0930002;RED DE MONITOREO AMBIENTAL
2013;093;09300;0930003;CUBIERTA VERDE
2013;093;09300;0930004;PUESTA EN VALOR DEPOSITO RAES
2013;093;09300;0930006;CUBIERTA VERDE EN LA CABA
2013;093;09300;;FISCALIZACION DE OBRAS E INSTALACIONES COMPLEMENTARIAS
2013;093;;;FISCALIZACION DE OBRAS E INSTALACIONES COMPLEMENTARIAS
2013;094;09400;0940000;FISCALIZACION DE ESTABLECIMIENTOS Y ALIMENTICIOS
2013;094;09400;0940001;REMEDIACION Y MITIGACION AMBIENTAL
2013;094;09400;0940002;REMEDIACION DE SUELO Y SANEAMIENTO 12 HAS EN COMUNA 8 DE LA VILLA 20
2013;094;09400;;FISCALIZACION DE ESTABLECIMIENTOS Y ALIMENTICIOS
2013;094;;;FISCALIZACION DE ESTABLECIMIENTOS Y ALIMENTICIOS
2013;095;09500;0950000;ANALISIS, INVESTIGACIONES Y CAPACITACION
2013;095;09500;0950001;GOBIERNO ELECTRONICO
2013;095;09500;;ANALISIS, INVESTIGACIONES Y CAPACITACION
2013;095;;;ANALISIS, INVESTIGACIONES Y CAPACITACION
2013;088;08800;0880000;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2013;088;08800;0880001;MANTENIMIENTO Y PUESTA EN VALOR INFRAESTRUCTURA URBANA
2013;088;08800;0880077;FUELLE - PREVIAL I
2013;088;08800;;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2013;088;;;MEJORAMIENTO DE LAS VIAS DE TRANSITO PEATONAL Y VEHICULAR
2013;097;09700;0970000;CENTROS DE ATENCION VETERINARIA
2013;097;09700;;CENTROS DE ATENCION VETERINARIA
2013;097;;;CENTROS DE ATENCION VETERINARIA
2013;096;09600;0960000;BUENOS AIRES PRODUCE MAS LIMPIO (P+L)
2013;096;09600;0960001;DATA CENTER
2013;096;09600;0960002;CIUDAD CONECTADA
2013;096;09600;0960003;SMART CITY
2013;096;09600;;BUENOS AIRES PRODUCE MAS LIMPIO (P+L)
2013;096;;;BUENOS AIRES PRODUCE MAS LIMPIO (P+L)
2013;089;08900;0890000;SISTEMA  ESTADISTICO DE LA CIUDAD
2013;089;08900;0890051;SISTEMA ESTADISTICO DE LA CIUDAD
2013;089;08900;;SISTEMA  ESTADISTICO DE LA CIUDAD
2013;089;;;SISTEMA  ESTADISTICO DE LA CIUDAD
2013;087;08700;0870000;RECAUDACION TRIBUTARIA
2013;087;08700;;RECAUDACION TRIBUTARIA
2013;087;;;RECAUDACION TRIBUTARIA
2013;050;05000;0500000;HOTELADOS
2013;050;05000;;HOTELADOS
2013;050;;;HOTELADOS
2013;100;10000;1000000;CREDITOS LEY 341/964
2013;100;10000;;CREDITOS LEY 341/964
2013;100;;;CREDITOS LEY 341/964
2013;104;10400;1040001;VILLA 3
2013;104;10400;1040002;VILLA 31
2013;104;10400;;REINTEGRACION, INTEGRACION Y TRANSFORMACION DE VILLAS
2013;104;;;REINTEGRACION, INTEGRACION Y TRANSFORMACION DE VILLAS
2013;105;10500;1050000;REHABILITACION LA BOCA
2013;105;10500;1050001;OBRAS LA BOCA
2013;105;10500;1050002;RECUPERACION CONVENTILLOS
2013;105;10500;1050060;ACUMAR - OBRAS LA BOCA
2013;105;10500;;REHABILITACION LA BOCA
2013;105;;;REHABILITACION LA BOCA
2013;106;10600;1060000;REHABILITACION CONJUNTOS URBANOS
2013;106;10600;1060001;REHABILITACION CONJUNTOS URBANOS
2013;106;10600;1060002;MANTENIMIENTO Y MEJORAS EN CONJUNTOS URBANOS
2013;106;10600;1060060;ACUMAR - BARRIOS
2013;106;10600;;REHABILITACION CONJUNTOS URBANOS
2013;106;;;REHABILITACION CONJUNTOS URBANOS
2013;108;10800;1080000;MEJOR VIVIR
2013;108;10800;1080001;TERMINACION OBRAS MEJOR VIVIR
2013;108;10800;;MEJOR VIVIR
2013;108;;;MEJOR VIVIR
2013;109;10900;1090000;VIVIENDAS CON AHORRO PREVIO
2013;109;10900;1090001;OBRAS SIN LIQUIDACION FINAL
2013;109;10900;1090002;VIVIENDA CON AHORRO PREVIO
2013;109;10900;1090003;BARRIO LUGANO
2013;109;10900;1090060;ACUMAR
2013;109;10900;;VIVIENDAS CON AHORRO PREVIO
2013;109;;;VIVIENDAS CON AHORRO PREVIO
2013;110;11000;1100000;CREDITOS 1RA VIVIENDA
2013;110;11000;;CREDITOS 1RA VIVIENDA
2013;110;;;CREDITOS 1RA VIVIENDA
2013;111;11100;1110000;MI CASA BA
2013;111;11100;;MI CASA BA
2013;111;;;MI CASA BA
