ejercicio;jurisdiccion;servicio;unidad_ejecutora;descripcion
2016;55;55055;550550587;SUBSECRETARIA DE PLANEAMIENTO E INNOVACIÒN EDUCATIVA
2016;55;55055;550550588;SUBSECRETARIA DE CARRERA DOCENTE
2016;55;55055;550550672;SUBSECRETARIA DE GESTION ECONOMICO FINANCIERA Y ADMINISTRACION DE RECURSOS
2016;55;55055;550559761;D.GRAL.INFRAESTRUCTURA ESCOLAR
2016;55;55055;550559762;U.EVAL.INTEGRAL DE LA CALIDAD Y EQUID.EDUC.
2016;55;55055;;MINISTERIO DE EDUCACION
2016;55;;;MINISTERIO DE EDUCACION
2016;60;60060;600600601;MINISTERIO Y SUBSECRETARIAS DE HACIENDA
2016;60;60060;600600609;DIRECCION GENERAL DE SEGUROS
2016;60;60060;600600611;DIR.GRAL.OFICINA DE GESTION PUBLICA Y PRESUPUESTO
2016;60;60060;600600613;DIR.GRAL.DE CONTADURIA
2016;60;60060;600600614;DIR.GRAL.DE TESORERIA
2016;60;60060;600600615;DIR.GRAL.DE CREDITO PUBLICO
2016;60;60060;600600619;DIR.GRAL. REDETERMINACION DE PRECIOS
2016;60;60060;600600623;DIR.GRAL.DE COMPRAS Y CONTRATACIONES
2016;60;60060;600600638;DIRECCION GENERAL UNIDAD INFORMATICA DE ADMINISTRACION FINANCIERA -MH-
2016;60;60060;600600642;SUBSECRETARIA DE GESTION DE RECURSOS HUMANOS
2016;60;60060;600600817;DIR.GRAL. RELACIONES FISCALES
2016;60;60060;600600855;DIR GRAL PLANIFICACION Y CONTROL OPERATIVO
2016;60;60060;600600857;DIR GRAL DESARROLLO DEL SERVICIO CIVIL
2016;60;60060;600600858;DIR GRAL RELACIONES LABORALES
2016;60;60060;600600859;DIR GRAL ADMINIST Y LIQUIDACION DE HABERES
2016;60;60060;600600860;DIR GRAL ASUNTOS LABORALES Y PREVISIONALES
2016;60;60060;600600861;DIR GRAL ADMINISTRACION  Y MEDICINA DEL TRABAJO
2016;60;60060;600600873;SUBDIR GRAL PROYECTOS CON ORG MULTILATERALES DE CREDITO
2016;60;60060;600600874;SUBDIR GRAL EVALUACION FINANCIERA
2016;60;60060;600609763;D.G.GESTIÒN DE LA FLOTA AUTOMOTOR
2016;60;60060;;MINISTERIO DE HACIENDA
2016;60;60601;606018796;INSTITUTO DE JUEGOS DE APUESTA
2016;60;60601;;INSTITUTO DE JUEGOS DE APUESTAS DE LA CABA
2016;60;60602;606028612;DIRECCION GENERAL DE ESTADISTICAS Y CENSOS
2016;60;60602;606028618;ADMINIST.GUBERNAMENTAL DE INGRESOS PUBLICOS
2016;60;60602;;ADMIN. GUBERNAMENTAL DE INGRESOS PUBLICOS
2016;60;;;MINISTERIO DE HACIENDA
2016;65;65065;650650108;CORPORACION DEL SUR S.E.
2016;65;65065;650650350;PARQUE DE LA CIUDAD
2016;65;65065;650650616;DIR.GRAL. ADMINSTRACION DE BIENES
2016;65;65065;650650649;MINISTERIO DE MODERNIZACION INNOVACION Y TECNOLOGIA
2016;65;65065;650650656;DIR. GRAL DE EMPLEO
2016;65;65065;650650711;SUBSECRETARIA DE TRABAJO
2016;65;65065;650650761;DIRECCION GENERAL PROTECCION DEL TRABAJO
2016;65;65065;650650791;DIRECCION GENERAL EMPRENDEDORES
2016;65;65065;650650921;SUBSECRETARIA DE CIUDAD INTELIGENTE
2016;65;65065;650650922;DIRECCION GENERAL PROYECTO DE CIUDAD INTELIGENTE
2016;65;65065;650650923;DIRECCION GENERAL INNOVACION Y GOBIERNO ABIERTO
2016;65;65065;650650924;DIRECCION GENERAL CIUDAD MODERNA Y SUSTENTABLE
2016;65;65065;650652656;DIR GRAL. INDUSTRIAS CREATIVAS
2016;65;65065;650652666;SUBSECRETARIA DE INVERSIONES
2016;65;65065;650652669;DIRECCION GENERAL DE GESTION DE INVERSIONES
2016;65;65065;650652670;DIRECCION GENERAL PLANEAMIENTO Y DESARROLLO ESTRATEGICO
2016;65;65065;650652671;DIRECCION GENERAL PROMOCION DE INVERSIONES
2016;65;65065;650657003;D.G.GESTION DIGITAL
2016;65;65065;650657006;SUBSEC.ECONOMIA CREATIVA Y COMERCIO EXTERIOR
2016;65;65065;650658624;DG. CONCESIONES
2016;65;65065;650659500;D.G.CIENCIA Y TECNOLOGÌA
2016;65;65065;650659710;D.G.NEGOCIACIONES LABOARALES
2016;65;65065;650659982;UPE JUEGOS OLIMPICOS DE LA JUVENTUD BS AS 2018
2016;65;65065;650659983;DIRECCION GENERAL GOBIERNO ELECTRONICO
2016;65;65065;;MIN.MODERN.INNOVACION Y TECNOLOGIA
2016;65;65217;652172191;CONSEJO ECONOMICO Y SOCIAL DE LA CABA
2016;65;65217;;CONSEJO ECONOMICO Y SOCIAL DE LA C.A.B.A
2016;65;65512;655129268;ENTE DE TURISMO
2016;65;65512;;ENTE DE TURISMO
2016;65;;;MIN.MODERN.INNOVACION Y TECNOLOGIA
2016;98;98098;980980641;MINISTERIO DE HACIENDA - SERVICIO DE LA DEUDA PUBLICA
2016;98;98098;;SERVICIO DE LA DEUDA PUBLICA
2016;98;;;SERVICIO DE LA DEUDA PUBLICA
2016;99;99099;990990640;MINISTERIO DE HACIENDA - OBLIGACIONES DEL TESORO
2016;99;99099;;OBLIGACIONES A CARGO DEL TESORO
2016;99;;;OBLIGACIONES A CARGO DEL TESORO
2016;02;02002;020020020;AUDITORIA CIUDAD DE BUENOS AIRES
2016;02;02002;;AUDITORIA GENERAL DE LA CIUDAD DE BUENOS AIRES
2016;02;;;AUDITORIA GENERAL DE LA CIUDAD DE BUENOS AIRES
2016;03;03003;030030030;DEFENSORIA DEL PUEBLO
2016;03;03003;;DEFENSORIA DEL PUEBLO
2016;03;;;DEFENSORIA DEL PUEBLO
2016;08;08008;080080081;SINDICATURA GENERAL DE LA CIUDAD DE BUENOS AIRES
2016;08;08008;;SINDICATURA GENERAL DE LA CIUDAD DE BUENOS AIRES
2016;08;;;SINDICATURA GENERAL DE LA CIUDAD DE BUENOS AIRES
