ejercicio;programa;subprograma;proyecto;descripcion
2016;054;05414;0541400;HOSP.MARIE CURIE
2016;054;05414;0541465;PUESTA EN VALOR HOSPITAL MARIA CURIE
2016;054;05414;;HOSP.MARIE CURIE
2016;054;05423;0542300;HOSP.FRANCISCO J.MUÑIZ
2016;054;05423;0542365;PUESTA EN VALOR HOSPITAL FRANCISCO J. MUÑIZ
2016;054;05423;;HOSP.FRANCISCO J.MUÑIZ
2016;054;05428;0542800;HOSP. DE QUEMADOS
2016;054;05428;0542865;PUESTA EN VALOR HOSPITAL DE QUEMADOS
2016;054;05428;;HOSP. DE QUEMADOS
2016;054;05439;0543900;HOSP.BONORINO UDAONDO
2016;054;05439;0543965;PUESTA EN VALOR  HOSPITAL BONORINO UDAONDO
2016;054;05439;;HOSP.BONORINO UDAONDO
2016;054;;;RELACIONES INSTITUCIONALES
2016;028;02800;0280000;INTERNACIONALES Y COOPERACION
2016;028;02800;;INTERNACIONALES Y COOPERACION
2016;028;;;INTERNACIONALES Y COOPERACION
2016;031;03100;0310000;COMUNICACION Y OPINION CON EL VECINO
2016;031;03100;0310001;AJUSTE DE LA RED PLUVIAL DE CAPTACION DE LA CIUDAD DE BUENOS AIRES
2016;031;03100;0310060;A.CU.MA.R. - OBRAS HIDRAULICAS
2016;031;03100;;COMUNICACION Y OPINION CON EL VECINO
2016;031;;;COMUNICACION Y OPINION CON EL VECINO
2016;015;01500;0150061;PRESERVACION PALACIO DE GOBIERNO
2016;015;01500;0150000;PLANEAMIENTO Y CONTROL DE GESTION
2016;015;01500;0150001;FORTALECIMIENTO GESTIONAL DEL MINISTERIO DE DESARROLLO URBANO
2016;015;01500;0150006;LUGARES DE ESPARC.Y RECREAC.EN ESPACIOS PUBLICOS
2016;015;01500;0150062;PRIORIDAD PEATON
2016;015;01500;0150063;CENTRO COMERCIALES A CIELO ABIERTO
2016;015;01500;0150098;SERVICIOS DE MANTENIMIENTO - COMUNA 15
2016;015;01500;;MANTENIMIENTO PALACIO DE GOBIERNO
2016;015;;;MANTENIMIENTO PALACIO DE GOBIERNO
2016;014;01400;0140000;UPE MEDIOS DE DIFUSION
2016;014;01400;0140001;PROYECTO EJECUTIVO RED MONITOREO HIDROMETEOROLOGIA Y SISTEMA ALERTA TEMPRANA
2016;014;01400;0140003;COMPONENTES MEDIDAS ESTRUCTURALES (PGRH)
2016;014;01400;0140097;SERVICIOS DE MANTENIMIENTO - COMUNA 14
2016;014;01400;;UPE MEDIOS DE DIFUSION
2016;014;;;UPE MEDIOS DE DIFUSION
2016;051;05100;0510000;SEÑAL AM Y FM
2016;051;05100;;SEÑAL AM Y FM
2016;051;;;SEÑAL AM Y FM
2016;052;05200;0520000;CABLE DE LA CIUDAD
2016;052;05200;0520001;MEJORA DE LA INFRAESTRUCTURA PARA LA MOVILIDAD SALUDABLE
2016;052;05200;0520060;A.CU.MAR - RIACHUELO
2016;052;05200;0520072;DISPOSICION FINAL RESIDUOS SOLIDOS URBANOS
2016;052;05200;;CABLE DE LA CIUDAD
2016;052;05210;0521000;HOSP.TEODORO ALVAREZ
2016;052;05210;0521065;PUESTA EN VALOR HOSPITAL TEODORO ALVAREZ
2016;052;05210;;HOSP.TEODORO ALVAREZ
2016;052;05212;0521200;HOSP.COSME ARGERICH
2016;052;05212;0521265;PUESTA EN VALOR HOSPITAL COSME ARGERICH
2016;052;05212;;HOSP.COSME ARGERICH
2016;052;05216;0521600;HOSP.C.G.DURAND
2016;052;05216;0521665;PUESTA EN VALOR HOSPITAL CARLOS G. DURAND
2016;052;05216;;HOSP.C.G.DURAND
2016;052;05218;0521800;HOSP.JUAN A.FERNANDEZ
2016;052;05218;0521865;PUESTA EN VALOR HOSPITAL JUAN A. FERNANDEZ
2016;052;05218;;HOSP.JUAN A.FERNANDEZ
2016;052;05225;0522500;HOSP.PENNA
2016;052;05225;0522565;PUESTA EN VALOR HOSPITAL J. M. PENNA
2016;052;05225;0522566;EQUIPAMIENTO HOSPITALARIO HOSPITAL PENNA
2016;052;05225;;HOSP.PENNA
2016;052;05226;0522600;HOSP.PARMENIO PIÑERO
2016;052;05226;0522665;PUESTA EN VALOR HOSPITAL PARMENIO PIÑERO
2016;052;05226;;HOSP.PARMENIO PIÑERO
2016;052;05227;0522700;HOSP.IGNACIO PIROVANO
2016;052;05227;0522765;PUESTA EN VALOR HOSPITAL IGANACIO PIROVANO
2016;052;05227;;HOSP.IGNACIO PIROVANO
2016;052;05230;0523000;HOSP.RAMOS MEJIA
2016;052;05230;0523065;PUESTA EN VALOR HOSPITAL JOSR M. RAMOS MEJIA
2016;052;05230;;HOSP.RAMOS MEJIA
2016;052;05231;0523100;HOSP.BERNARDINO RIVADAVIA
2016;052;05231;0523165;PUESTA EN VALOR HOSPITAL BERNARDINO RIVADAVIA
2016;052;05231;;HOSP.BERNARDINO RIVADAVIA
2016;052;05234;0523400;HOSP.DONACION FRANCISCO SANTOJANNI
2016;052;05234;0523465;PUESTA EN VALOR HOSPITAL DONACION FRANCISCO SANTOJANNI
2016;052;05234;;HOSP.DONACION FRANCISCO SANTOJANNI
2016;052;05238;0523800;HOSP.ENRIQUE TORNU
2016;052;05238;0523865;PUESTA EN VALOR HOSPITAL ENRIQUE TORNU
2016;052;05238;;HOSP.ENRIQUE TORNU
2016;052;05240;0524000;HOSP.DALMACIO VELEZ SARSFIELD
2016;052;05240;0524065;PUESTA EN VALOR HOSPITAL DALMACIO VELEZ SARSFIELD
2016;052;05240;;HOSP.DALMACIO VELEZ SARSFIELD
2016;052;05241;0524100;HOSP.ABEL ZUBIZARRETA
2016;052;05241;0524165;PUESTA EN VALOR HOSPITAL ABEL ZUBIZARRETA
2016;052;05241;;HOSP.ABEL ZUBIZARRETA
2016;052;05255;0525500;HOSP.GRIERSON
2016;052;05255;0525565;PUESTA EN VALOR HOSPITALES
2016;052;05255;;HOSP.GRIERSON
2016;052;;;CABLE DE LA CIUDAD
2016;098;09800;0980000;RELACIONES INSTITUCIONALES
2016;098;09800;0980062;OBRAS DE DEMARCACION HORIZONTAL
2016;098;09800;0980060;ESTACIONES MONITOREO CALIDAD DEL AGUA EN RED DE HIDROMETEREOLOGIA DE CABA
2016;098;09800;;RELACIONES INSTITUCIONALES
2016;098;;;RELACIONES INSTITUCIONALES
2016;099;09900;0990000;CULTURA DEL SERVICIO PUBLICO
2016;099;09900;;CULTURA DEL SERVICIO PUBLICO
2016;099;;;CULTURA DEL SERVICIO PUBLICO
2016;080;08000;0800000;DEMANDA CIUDADANA
2016;080;08000;;DEMANDA CIUDADANA
2016;080;;;DEMANDA CIUDADANA
2016;062;06200;0620000;ELABORACION DE PROYECTOS
2016;062;06200;;ELABORACION DE PROYECTOS
2016;062;;;ELABORACION DE PROYECTOS
2016;064;06400;0640000;INTERVENCIONES EN EL ESPACIO PUBLICO COMUNAL
2016;064;06400;0640001;NTERVENCIONES SOBRE EL ESPACIO PUBLICO COMUNAL
2016;064;06400;;INTERVENCIONES EN EL ESPACIO PUBLICO COMUNAL
2016;064;;;INTERVENCIONES EN EL ESPACIO PUBLICO COMUNAL
2016;092;09200;0920000;MANTENIMIENTO ESPECIO PUBLICO
2016;092;09200;0920060;A.CU.MAR - CENTRO DE CONTROL CENTRALIZADO DE TRANSITO
2016;092;09200;0920066;CENTRO DE CONTROL CENTRALIZADO DE TRANSITO
2016;092;09200;;MANTENIMIENTO ESPECIO PUBLICO
2016;092;;;MANTENIMIENTO ESPECIO PUBLICO
2016;078;07800;0780000;EFICIENCIA ADMINIST
2016;078;07800;;EFICIENCIA ADMINIST
2016;078;;;EFICIENCIA ADMINIST
2016;079;07900;0790000;ADMINIST BASE DE DATOS
2016;079;07900;0790001;READECUACION Y CONSTRUCCION DE OFICINAS
2016;079;07900;0790060;A.CU.MAR - MEJORAMIENTO DEL SISTEMA PLUVIAL
2016;079;07900;0790070;MEJORAMIENTO DEL SISTEMA PLUVIAL
2016;079;07900;;ADMINIST BASE DE DATOS
2016;079;;;ADMINIST BASE DE DATOS
2016;093;09300;0930000;CONTROL DE GESTION
2016;093;09300;0930061;OBRAS SEÑALAMIENTO VERTICAL
2016;093;09300;;CONTROL DE GESTION
2016;093;;;CONTROL DE GESTION
2016;094;09400;0940000;EVALUACION DEL GASTO
2016;094;09400;0940001;DESARROLLOS INTEGRADOS
2016;094;09400;0940060;OBRAS CORRECTIVAS DE RECOMPOSICION PREDIOS CONTAMINADOS REQUERIDOS POR IVC
2016;094;09400;;EVALUACION DEL GASTO
2016;094;;;EVALUACION DEL GASTO
2016;095;09500;0950000;PLANIFICACION ESTRATEGICA
2016;095;09500;0950001;ORDENAMIENTO DEL ESPACIO VIAL
2016;095;09500;;PLANIFICACION ESTRATEGICA
2016;095;;;PLANIFICACION ESTRATEGICA
2016;096;09600;0960000;COORDINACION GUBERNAMENTAL
2016;096;09600;0960001;DATA CENTER
2016;096;09600;0960002;CIUDAD CONECTADA
2016;096;09600;;COORDINACION GUBERNAMENTAL
2016;096;;;COORDINACION GUBERNAMENTAL
2016;097;09700;0970000;GESTION COMUNITARIA
2016;097;09700;;GESTION COMUNITARIA
2016;097;;;GESTION COMUNITARIA
2016;038;03800;0380000;COORDINACION Y PROMOCION DE EVENTOS
2016;038;03800;0380001;RESTAURACION MUSEOS DE LA CIUDAD
2016;038;03800;;COORDINACION Y PROMOCION DE EVENTOS
2016;038;;;COORDINACION Y PROMOCION DE EVENTOS
2016;061;06100;0610000;DEFENSA Y PROTECCION DEL CONSUMIDOR
2016;061;06100;;DEFENSA Y PROTECCION DEL CONSUMIDOR
2016;061;;;DEFENSA Y PROTECCION DEL CONSUMIDOR
2016;074;07400;0740000;DESCENTRALIZACION Y DISTRIBUCION DE COMPETENCIAS CONCURRENTES
2016;074;07400;;DESCENTRALIZACION Y DISTRIBUCION DE COMPETENCIAS CONCURRENTES
2016;074;;;DESCENTRALIZACION Y DISTRIBUCION DE COMPETENCIAS CONCURRENTES
2016;069;06900;0690001;CONSTRUCCION RENOVACION PUESTA EN VALOR INFRAESTRUCTURA EDILICIA COMUNAL
2016;069;06900;0690061;MANTENIMIENTO, ADECUACION Y MEJORAS EN EDIFICIOS COMUNALES
2016;069;06900;0690000;INSTRUMENTACION Y SEGUIMIENTO DEL PLAN URBANO AMBIENTAL
2016;069;06900;;OBRAS DE INFRAESTRUCTURA COMUNAL
2016;069;;;OBRAS DE INFRAESTRUCTURA COMUNAL
2016;075;07500;0750000;COORDINACION SERVICIOS DESCONCENTRADOS
2016;075;07500;;COORDINACION SERVICIOS DESCONCENTRADOS
2016;075;;;COORDINACION SERVICIOS DESCONCENTRADOS
2016;068;06800;0680000;ATENCION CIUDADANA DE CALIDAD
2016;068;06800;0680001;OBRAS RECUPERACION DE LA TRAZA DE LA EX AU3
2016;068;06800;;ATENCION CIUDADANA DE CALIDAD
2016;068;;;ATENCION CIUDADANA DE CALIDAD
2016;070;07000;0700000;DESCONCENTRACION DE SERVICIOS Y ATENCION AL CIUDADANO
2016;070;07000;0700001;CENTRO DE CONTACTO INTELIGENTE
2016;070;07000;;DESCONCENTRACION DE SERVICIOS Y ATENCION AL CIUDADANO
2016;070;;;DESCONCENTRACION DE SERVICIOS Y ATENCION AL CIUDADANO
2016;073;07300;0730000;ACCIONES DEL CONSEJO DE COORDINACION INTERCOMUNAL
2016;073;07300;0730001;SOLUCIONES HABITACIONALES EN LA TRAZA DE LA EX AU 3
2016;073;07300;0730002;OBRAS COMPLEMENTARIAS MEJORAMIENTO DE LA TRAZA EX AU3
2016;073;07300;;ACCIONES DEL CONSEJO DE COORDINACION INTERCOMUNAL
2016;073;;;ACCIONES DEL CONSEJO DE COORDINACION INTERCOMUNAL
2016;090;09000;0900000;FONDO DE EMERGENCIA PARA SUBSIDIOS POR INUNDACIONES - LEY 1575
2016;090;09000;0900001;TRANSPORTE MASIVO DE BUSES RAPIDOS
2016;090;09000;;FONDO DE EMERGENCIA PARA SUBSIDIOS POR INUNDACIONES - LEY 1575
2016;090;;;FONDO DE EMERGENCIA PARA SUBSIDIOS POR INUNDACIONES - LEY 1575
2016;091;09100;0910001;IDENTIFICACION BARRIAL
2016;091;09100;0910000;VERIFICACION TECNICA VEHICULAR
2016;091;09100;;IDENTIDAD COMUNAS
2016;091;;;IDENTIDAD COMUNAS
2016;044;04400;0440000;ESTRATEGIA Y DESARROLLO
2016;044;04400;0440001;TRAMITACION ELECTRONICA
2016;044;04400;0440002;DESARROLLO DE SISTEMAS APLICATIVOS CREATIVOS E INNOVADORES PARA TELEFONIA CELULAR
2016;044;04400;0440003;IMPLEMENTACION MODERNIZACION PLATAFORMA BUENOS AIRES DATA
2016;044;04400;0440007;DATAWAREHOUSE CORPORATIVO DE GOBIERNO
2016;044;04400;;ESTRATEGIA Y DESARROLLO
2016;044;;;ESTRATEGIA Y DESARROLLO
2016;059;05900;0590000;MEJORA CONTINUA DE ATENCION AL CIUDADANO
2016;059;05900;;MEJORA CONTINUA DE ATENCION AL CIUDADANO
2016;059;05919;0591900;HOSP.MARIA FERRER
2016;059;05919;0591965;PUESTA EN VALOR  HOSPITAL MARIA FERRER
2016;059;05919;;HOSP.MARIA FERRER
2016;059;05932;0593200;HOSP.MANUEL ROCCA
2016;059;05932;0593265;PUESTA EN VALOR HOSPITAL MANUEL ROCCA
2016;059;05932;;HOSP.MANUEL ROCCA
2016;059;05946;0594600;INST.DE REHABIL.PSICOFISICA
2016;059;05946;0594665;PUESTA EN VALOR  INSTITUTO DE REHABILITACION PSICOFISICA
2016;059;05946;;INST.DE REHABIL.PSICOFISICA
2016;059;;;MEJORA CONTINUA DE ATENCION AL CIUDADANO
2016;037;03700;0370000;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;037;03700;0370076;MANTENIMIENTO Y OPTIMIZACION DEL ALUMBRADO PUBLICO
2016;037;03700;0370001;REMODELACION INTEGRAL CINE DEL PLATA
2016;037;03700;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;037;;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;049;04900;0490000;PLANEAMIENTO DE EMERGENCIA Y COORDINACION DE BOMBEROS
2016;049;04900;;PLANEAMIENTO DE EMERGENCIA Y COORDINACION DE BOMBEROS
2016;049;;;PLANEAMIENTO DE EMERGENCIA Y COORDINACION DE BOMBEROS
2016;043;04300;0430000;REGISTRO PUBLICO DE COMERCIO Y CONTRALOR DE PERSONAS JURIDICAS
2016;043;04300;;REGISTRO PUBLICO DE COMERCIO Y CONTRALOR DE PERSONAS JURIDICAS
2016;043;;;REGISTRO PUBLICO DE COMERCIO Y CONTRALOR DE PERSONAS JURIDICAS
2016;071;07100;0710000;UNIDAD DE ENLACE DE FALTAS DE TRANSITO
2016;071;07100;;UNIDAD DE ENLACE DE FALTAS DE TRANSITO
2016;071;07101;0710100;CENTRO DE SALUD 34
2016;071;07101;;CENTRO DE SALUD 34
2016;071;07102;0710200;C.S.22.38
2016;071;07102;;C.S.22.38
2016;071;07103;0710300;C.S.17 21 25 26
2016;071;07103;;C.S.17 21 25 26
2016;071;07104;0710400;C.S.2 12 27
2016;071;07104;;C.S.2 12 27
2016;071;07105;0710500;C.S.11 45
2016;071;07105;;C.S.11 45
2016;071;07106;0710600;C.S.33
2016;071;07106;;C.S.33
2016;071;07107;0710700;C.S.36
2016;071;07107;;C.S.36
2016;071;;;UNIDAD DE ENLACE DE FALTAS DE TRANSITO
2016;041;04100;0410000;BENEFICIARIOS EX CASSABA
2016;041;04100;0410001;EDIFICIO LA PRENSA
2016;041;04100;0410002;DESARROLLO CAPITAL HUMANO
2016;041;04100;0410005;REFACCION EDIFICIO MEDICINA DEL TRABAJO
2016;041;04100;;BENEFICIARIOS EX CASSABA
2016;041;;;BENEFICIARIOS EX CASSABA
2016;057;05700;0570000;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2016;057;05700;0570001;VILLA OLIMPICA Y SEDES DEPORTIVAS.
2016;057;05700;0570062;ADECUACION INTEGRAL DE EDIFICIOS ESCOLARES
2016;057;05700;0570063;INTERVENCIONES DESCONCENTRADAS DE MANTENIMIENTO
2016;057;05700;;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2016;057;05715;0571500;HOSP.ODONT.JOSE DUEÑAS
2016;057;05715;0571565;PUESTA EN VALOR HOSPITAL ODONTOLOGIA JOSE DUEÑAS
2016;057;05715;;HOSP.ODONT.JOSE DUEÑAS
2016;057;05724;0572400;HOSP.RAMON CARRILLO
2016;057;05724;0572465;PUESTA EN VALOR ATENCION ODONTOLOGICA EN HOSPITALES ESPECIALIZADOS
2016;057;05724;;HOSP.RAMON CARRILLO
2016;057;05729;0572900;HOSP.ODONT.QUINQUELA MARTIN
2016;057;05729;0572965;PUESTA EN VALOR QUINQUELA MARTIN
2016;057;05729;;HOSP.ODONT.QUINQUELA MARTIN
2016;057;;;ACCIONES DE ADMINISTRACION DE LA POLICIA METROPOLITANA
2016;058;05800;0580000;POLICIA METROPOLITANA
2016;058;05800;0580001;CONSTRUCCION Y REMODELACION COMISARIAS, DESTACAMENTOS Y DEPENDENCIAS
2016;058;05800;0580003;INFRAESTRUCTURA POLICIA METROPOLITANA
2016;058;05800;0580068;EQUIPAMIENTO DE LA JEFATURA CENTRAL DE POLICIA METROPOLITANA
2016;058;05800;0580002;TRATAMIENTO DE RESIDUOS ORGANICOS
2016;058;05800;;POLICIA METROPOLITANA
2016;058;;;POLICIA METROPOLITANA
2016;039;03900;0390000;POLITICAS DE SEGURIDAD CIUDADANA
2016;039;03900;;POLITICAS DE SEGURIDAD CIUDADANA
2016;039;;;POLITICAS DE SEGURIDAD CIUDADANA
2016;042;04200;0420000;CONSEJO DE SEGURIDAD Y PREVENCION DEL DELITO
2016;042;04200;;CONSEJO DE SEGURIDAD Y PREVENCION DEL DELITO
2016;042;;;CONSEJO DE SEGURIDAD Y PREVENCION DEL DELITO
2016;050;05000;0500000;PLANIFICACION DE SEGURIDAD CON RECURSOS NO POLICIALES
2016;050;05000;;PLANIFICACION DE SEGURIDAD CON RECURSOS NO POLICIALES
2016;050;;;PLANIFICACION DE SEGURIDAD CON RECURSOS NO POLICIALES
2016;009;00900;0090000;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42 Y 75
2016;009;00900;0090092;SERVICIOS DE MANTENIMIENTO - COMUNA 9
2016;009;00900;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42 Y 75
2016;009;;;ACTIVIDADES COMUNES A LOS  PROG 20 Y 42 Y 75
2016;077;07700;0770000;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2016;077;07700;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2016;077;;;UNIDAD PROYECTOS ESPECIALES CUENCA MATANZA-RIACHUELO
2016;076;07600;0760000;CASAS DE LA CIUDAD DE BUENOS AIRES
2016;076;07600;0760001;INSPECCION DEL USO DEL ESPACIO PUBLICO
2016;076;07600;;CASAS DE LA CIUDAD DE BUENOS AIRES
2016;076;;;CASAS DE LA CIUDAD DE BUENOS AIRES
2016;072;07200;0720000;BUENOS AIRES CIUDAD AMIGA DE LOS/AS NIÑOS Y NIÑAS
2016;072;07200;0720001;ESTUDIO METODOLOGICO PARA LA PARTICIPACION DE LOS NIÑOS Y ADOLESCENTES EN EL PLANEAMIENTO
2016;072;07200;;BUENOS AIRES CIUDAD AMIGA DE LOS/AS NIÑOS Y NIÑAS
2016;072;;;BUENOS AIRES CIUDAD AMIGA DE LOS/AS NIÑOS Y NIÑAS
2016;055;05500;0550000;ACCIONES PARA LA MOVILIDAD SUSTENTABLE
2016;055;05500;0550005;EQUIPAMIENTO Y MOBILIARIO
2016;055;05500;;ACCIONES PARA LA MOVILIDAD SUSTENTABLE
2016;055;05517;0551700;HOSP.PEDRO DE ELIZALDE
2016;055;05517;0551765;PUESTA EN VALOR HOSPITAL PEDRO DE ELIZALDE
2016;055;05517;;HOSP.PEDRO DE ELIZALDE
2016;055;05520;0552000;HOSP.RICARDO GUTIERREZ
2016;055;05520;0552065;PUESTA EN VALOR HOSPITAL RICARDO GUTIERREZ
2016;055;05520;;HOSP.RICARDO GUTIERREZ
2016;055;05535;0553500;HOSP.RAMON SARDA
2016;055;05535;0553565;PUESTA EN VALOR HOSPITAL RAMON SARDA
2016;055;05535;;HOSP.RAMON SARDA
2016;055;;;ACCIONES PARA LA MOVILIDAD SUSTENTABLE
2016;066;06600;0660000;CATASTRO
2016;066;06600;;CATASTRO
2016;066;;;CATASTRO
2016;067;06700;0670000;REGISTRO DE OBRAS E INSTALACIONES
2016;067;06700;0670001;DIGITALIZACION DE DOCUMENTOS REGISTRALES
2016;067;06700;;REGISTRO DE OBRAS E INSTALACIONES
2016;067;;;REGISTRO DE OBRAS E INSTALACIONES
2016;065;06500;0650000;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2016;065;06500;0650003;INFRAESTRUCTURA DE COMUNICACIONES
2016;065;06500;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2016;065;;;UNIDAD DE SISTEMAS DE INTELIGENCIA TERRITORIAL
2016;063;06300;0630000;ENTE AUTARQUICO INSTITUTO DEL TRANSPLANTE
2016;063;06300;0630001;CABLEADO ESTRUCTURADO ENTE AUTARQUICO INSTITUTO DEL TRASPLANTE
2016;063;06300;;ENTE AUTARQUICO INSTITUTO DEL TRANSPLANTE
2016;063;;;ENTE AUTARQUICO INSTITUTO DEL TRANSPLANTE
2016;060;06002;0600200;C.S.9 15 41
2016;060;06002;;C.S.9 15 41
2016;060;06003;0600300;C.S.1 8 10 16 30 32 35 39
2016;060;06003;;C.S.1 8 10 16 30 32 35 39
2016;060;06004;0600400;C.S.13 14 19 20 24 31 40 43 44
2016;060;06004;;C.S.13 14 19 20 24 31 40 43 44
2016;060;06005;0600500;C.S.3 4 5 7 28 29 37
2016;060;06005;;C.S.3 4 5 7 28 29 37
2016;060;06000;0600000;CENTROS DE SALUD-ACUMAR
2016;060;06000;;CENTROS DE SALUD-ACUMAR
2016;060;;;CENTROS DE SALUD-ACUMAR
2016;036;03600;0360000;CULTURA CIENTIFICA
2016;036;03600;;CULTURA CIENTIFICA
2016;036;;;CULTURA CIENTIFICA
2016;215;21500;2150000;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2016;215;21500;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2016;215;;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 39 Y 40
2016;263;26300;2630000;LEY 5460-ENLACE C/CONSEJO SEGURIDAD Y PREV.DELITO
2016;263;26300;;LEY 5460-ENLACE C/CONSEJO SEGURIDAD Y PREV.DELITO
2016;263;;;LEY 5460-ENLACE C/CONSEJO SEGURIDAD Y PREV.DELITO
2016;681;68100;6810000;ACTIVIDADES CENTRALES MINISTERIO DE MODERNIZACION
2016;681;68100;;ACTIVIDADES CENTRALES MINISTERIO DE MODERNIZACION
2016;681;;;ACTIVIDADES CENTRALES MINISTERIO DE MODERNIZACION
2016;2137;213700;21370000;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;2137;213700;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;2137;;;CONSTRUCCION CIUDADANA Y CAMBIO CULTURAL
2016;2139;213900;21390000;LEY 5460-ENLACE CON ORGANISMOS DE CONTROL
2016;2139;213900;;LEY 5460-ENLACE CON ORGANISMOS DE CONTROL
2016;2139;;;LEY 5460-ENLACE CON ORGANISMOS DE CONTROL
2016;2140;214000;21400000;LEY 5460-COORDINACION INSTITUCIONAL DE LA GESTION PUBLICA
2016;2140;214000;;LEY 5460-COORDINACION INSTITUCIONAL DE LA GESTION PUBLICA
2016;2140;;;LEY 5460-COORDINACION INSTITUCIONAL DE LA GESTION PUBLICA
2016;2625;262500;26250000;LEY 5460-COORDINACIÒN ORGANIZACIONAL ELECTORAL
2016;2625;262500;;LEY 5460-COORDINACIÒN ORGANIZACIONAL ELECTORAL
2016;2625;;;LEY 5460-COORDINACIÒN ORGANIZACIONAL ELECTORAL
2016;2627;262700;26270000;LEY 5460-LINEAMIENTOS COMUNICACIONALES DEL MJYS
2016;2627;262700;;LEY 5460-LINEAMIENTOS COMUNICACIONALES DEL MJYS
2016;2627;;;LEY 5460-LINEAMIENTOS COMUNICACIONALES DEL MJYS
2016;3014;301400;30140000;LEY 5460-PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2016;3014;301400;30140002;COMPONENTE MEDIDAS ESTRUCTURALES
2016;3014;301400;;LEY 5460-PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2016;3014;;;LEY 5460-PROGRAMA DE GESTION DE RIESGO HIDRICO (P.G.R.H.)
2016;3075;307500;30750000;PLANIFICACION DE OBRA
2016;3075;307500;;PLANIFICACION DE OBRA
2016;3075;;;PLANIFICACION DE OBRA
2016;3078;307800;30780000;ECONOMIA URBANA
2016;3078;307800;;ECONOMIA URBANA
2016;3078;;;ECONOMIA URBANA
2016;5029;502900;50290000;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2016;5029;502900;;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2016;5029;;;RELACIONES INSTITUCIONALES Y CON LA COMUNIDAD
2016;5030;503000;50300000;LEY 5460-ASESORAMIENTO TURISTICO
2016;5030;503000;;LEY 5460-ASESORAMIENTO TURISTICO
2016;5030;;;LEY 5460-ASESORAMIENTO TURISTICO
2016;5061;506100;50610000;PROYECTOS Y EJECUCION DE OBRAS
2016;5061;506100;;PROYECTOS Y EJECUCION DE OBRAS
2016;5061;;;PROYECTOS Y EJECUCION DE OBRAS
2016;6058;605800;60580000;LEY 5460-PROCESOS ADMINISTRATIVOS
2016;6058;605800;;LEY 5460-PROCESOS ADMINISTRATIVOS
2016;6058;;;LEY 5460-PROCESOS ADMINISTRATIVOS
2016;6810;681000;68100000;INSTITUTO SUPERIOR DE LA CARRERA
2016;6810;681000;;INSTITUTO SUPERIOR DE LA CARRERA
2016;6810;;;INSTITUTO SUPERIOR DE LA CARRERA
2016;6844;684400;68440000;ESTRATEGIA Y DESARROLLO
2016;6844;684400;;ESTRATEGIA Y DESARROLLO
2016;6844;;;ESTRATEGIA Y DESARROLLO
2016;6845;684500;68450000;CIUDAD INTELIGENTE
2016;6845;684500;;CIUDAD INTELIGENTE
2016;6845;;;CIUDAD INTELIGENTE
2016;9001;900100;90010000;LEY 5460-ACTIVIDADES CENTRALES SECGCYAC
2016;9001;900100;;LEY 5460-ACTIVIDADES CENTRALES SECGCYAC
2016;9001;;;LEY 5460-ACTIVIDADES CENTRALES SECGCYAC
2016;9005;900500;90050000;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 62 - 64
2016;9005;900500;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 62 - 64
2016;9005;;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 62 - 64
2016;9006;900600;90060000;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 59 - 61 - 68
2016;9006;900600;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 59 - 61 - 68
2016;9006;;;LEY 5460-ACTIVIDADES COMUNES A LOS PROGRAMAS 59 - 61 - 68
2016;25430;2543000;254300000;LEY 5460-COORDINACION DE NUEVOS MEDIOS
2016;25430;2543000;;LEY 5460-COORDINACION DE NUEVOS MEDIOS
2016;25430;;;LEY 5460-COORDINACION DE NUEVOS MEDIOS
2016;100;10000;1000000;CREDITOS LEY 341/964
2016;100;10000;;CREDITOS LEY 341/964
2016;100;;;CREDITOS LEY 341/964
